Product,ProductId,SkuId,SkuTitle,Segment,Currency,ListPrice,Msrp,Effective Date,Regions
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,AD
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,AG
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,AI
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,AQ
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,47.60,56,17/03/2021,AR
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,NZD,71.40,84,17/03/2021,AS
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,AT
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,AU
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,AW
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,AX
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,AZ
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,BE
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,BF
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,BG
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,BI
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,BJ
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,BL
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,BQ
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,BT
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,BV
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,CAD,55.25,65,17/03/2021,CA
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,CC
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,CD
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,CF
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,CG
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,CHF,51.00,60,17/03/2021,CH
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,CK
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,CV
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,CX
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,CY
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,CZ
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,DE
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,DJ
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,DKK,331.50,390,17/03/2021,DK
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,DM
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,EE
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,ER
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,ES
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,FI
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,FK
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,FM
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,FR
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,GA
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,GBP,39.10,46,17/03/2021,GB
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,GD
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,GF
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,GBP,39.10,46,17/03/2021,GG
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,GBP,39.10,46,17/03/2021,GI
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,GL
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,GM
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,GN
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,GP
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,GQ
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,GR
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,GS
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,GU
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,GW
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,GY
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,HK
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,HM
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,HR
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,HT
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,HU
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,ID
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,IE
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,GBP,39.10,46,17/03/2021,IM
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,IO
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,IS
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,IT
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,GBP,39.10,46,17/03/2021,JE
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,JPY,4956.35,5831,17/03/2021,JP
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,KH
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,KI
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,KM
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,KRW,44982.00,52920,17/03/2021,KR
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,LA
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,LC
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,LI
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,LR
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,LS
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,LT
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,LU
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,LV
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,MF
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,MG
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,MH
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,MK
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,ML
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,MM
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,MP
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,MQ
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,MR
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,MS
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,MT
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,MV
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,MW
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,47.60,56,17/03/2021,MX
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,MY
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,MZ
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,NC
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,NE
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,NF
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,NL
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,NOK,460.70,542,17/03/2021,NO
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,NR
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,NU
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,NZD,71.40,84,17/03/2021,NZ
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,PF
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,PG
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,PL
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,CAD,55.25,65,17/03/2021,PM
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,PN
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,PS
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,PT
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,PW
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,RE
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,RO
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,SA
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,SB
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,SC
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,SEK,456.45,537,17/03/2021,SE
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,SH
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,SI
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,NOK,460.70,542,17/03/2021,SJ
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,SK
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,SL
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,SM
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,SO
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,SR
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,SS
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,ST
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,SX
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,SZ
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,TC
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,TD
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,TG
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,TK
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,TL
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,TO
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,TR
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,TV
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,TWD,1432.25,1685,17/03/2021,TW
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,UM
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,US
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,EUR,44.20,52,17/03/2021,VA
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,VC
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,VG
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,VI
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,NZD,71.40,84,17/03/2021,VU
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,AUD,60.35,71,17/03/2021,WF
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,NZD,71.40,84,17/03/2021,WS
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,YT
Windows 10 Pro,DF77X4D43RKT,48F5,Windows 10 Home to Pro Upgrade for Microsoft 365 Business,Commercial,USD,41.65,49,17/03/2021,ZA
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,AU
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,CC
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,CK
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,CX
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,FJ
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,FM
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,GU
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,HM
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,KI
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,MH
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,MP
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,NF
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,NR
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,NU
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,PG
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,PN
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,PW
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,SB
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,TK
Windows 10 Enterprise N LTSC 2019 Upgrade,DG7GMGF0DMGP,0005,Windows 10 Enterprise N LTSC 2019 Upgrade,Commercial,AUD,362.95,427,17/03/2021,TO
